Name of Initiative,Organization Name,Notes,Location 1,Street Address,City,State,State Based,Phase 1,Phase 2,Facebook,Twitter,Youtube,Website,Category,MSA_Name,Unique ID,Map Display
Enhancing Oncology Model,"American Oncology Network, Inc.",,"45 Hendersonville Highway, Pisgah Forest, NC (35.273639, -82.702724)",45 Hendersonville Highway,Pisgah Forest,NC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1241,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"551 Brevard Road, Asheville, NC (35.556172, -82.600009)",551 Brevard Road,Asheville,NC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1242,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"400 Altair Parkway, Ste 3300, Westerville, OH (40.1433, -82.9413)","400 Altair Parkway, Ste 3300",Westerville,OH,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1243,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"41201 Schadden Road, Suite 2, Elyria, OH (41.4064, -82.1205)","41201 Schadden Road, Suite 2",Elyria,OH,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1244,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"3100 Plaza Properties Blvd, Columbus, OH (40.002759, -82.925726)",3100 Plaza Properties Blvd,Columbus,OH,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1245,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"5500 N. Meadows Drive, Suite 230, Grove City, OH (39.8515, -83.0788)","5500 N. Meadows Drive, Suite 230",Grove City,OH,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1246,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"16 Okatie Center Blvd S, Suite 2-201, Okatie, SC (32.2917, -80.9398)","16 Okatie Center Blvd S, Suite 2-201",Okatie,SC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1247,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"2280 Opitz Blvd, Suite 340, Woodbridge, VA (38.6353, -77.2829)","2280 Opitz Blvd, Suite 340",Woodbridge,VA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1248,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"44055 Riverside Pkwy, Ste 224, Lansdowne, VA (39.0741, -77.4778)","44055 Riverside Pkwy, Ste 224",Lansdowne,VA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1249,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"11311 Bridgeport Way SW, Suite 302 and 303, Lakewood, WA (47.1548, -122.5036)","11311 Bridgeport Way SW, Suite 302 and 303",Lakewood,WA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1250,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1200 W Fairview St, Colfax, WA (46.869341, -117.375042)",1200 W Fairview St,Colfax,WA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1251,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"13424 E Mission Ave, Ste A, Spokane Valley, WA (47.6714, -117.2240)","13424 E Mission Ave, Ste A",Spokane Valley,WA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1252,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"143 Garden Homes Dr, Colville, WA (48.533395, -117.891251)",143 Garden Homes Dr,Colville,WA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1253,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"6001 N Mayfair St, Spokane, WA (47.712439, -117.408805)",6001 N Mayfair St,Spokane,WA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1254,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"121 W. K St, Shelton, WA (47.224934, -123.123647)",121 W. K St,Shelton,WA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1255,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"141 Lilly Rd NE, Olympia, WA (47.048884, -122.846013)",141 Lilly Rd NE,Olympia,WA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1256,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"420 McPhee Rd, SW, Suite A, Olympia, WA (47.0463, -122.9528)","420 McPhee Rd, SW, Suite A",Olympia,WA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1257,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"580 N Camino Mercado, Suite 5, Casa Grande, AZ (32.878130, -111.690120)","580 N Camino Mercado, Suite 5",Casa Grande,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1258,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"414 Church St, Ste 306, Sandpoint, ID (48.2749, -116.5528)","414 Church St, Ste 306",Sandpoint,ID,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1259,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"19735 Germantown Road, Suite 255, Germantown, MD (39.180220, -77.263970)","19735 Germantown Road, Suite 255",Germantown,MD,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1260,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"6410 Rockledge Dr, Suite 660, Bethesda, MD (39.024310, -77.133640)","6410 Rockledge Dr, Suite 660",Bethesda,MD,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1261,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"10750 Columbia Pike, Suite 501, Silver Spring, MD (39.032600, -77.004470)","10750 Columbia Pike, Suite 501",Silver Spring,MD,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1262,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"3201 S. Austin Ave, Suite 315, Georgetown, TX (30.614430, -97.681230)","3201 S. Austin Ave, Suite 315",Georgetown,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1263,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"3110 Gracefield Rd, Silver Spring, MD (39.050630, -76.948890)",3110 Gracefield Rd,Silver Spring,MD,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1264,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"106 Irving Street NW, Ste 4100, Washington, DC (38.929890, -77.013740)","106 Irving Street NW, Ste 4100",Washington,DC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1265,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"19520 Doctors Drive, Germantown, MD (39.175410, -77.268560)",19520 Doctors Drive,Germantown,MD,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1266,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1228 Deadra Drive, Lebanon, MO (37.668240, -92.636290)",1228 Deadra Drive,Lebanon,MO,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1267,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"50 W. Edmonston Drive, Suite 600, Rockville, MD (39.074370, -77.136080)","50 W. Edmonston Drive, Suite 600",Rockville,MD,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1268,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"135 Vision Park Blvd, Shenandoah, TX (30.1894011, -95.4660217)",135 Vision Park Blvd,Shenandoah,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1269,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"22999 Highway 59 N, West Tower, Suite 201, Kingwood, TX (30.0500645, -95.2577971)","22999 Highway 59 N, West Tower, Suite 201",Kingwood,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1270,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"603 South Conroe Medical Dr, Suite 100 & 110, Conroe, TX (30.2841296, -95.4768633)","603 South Conroe Medical Dr, Suite 100 & 110",Conroe,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1271,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"4242 Highway 19, Zachary, LA (30.6454382, -91.1523376)","4242 Highway 19, Suite B",Zachary,LA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1272,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1706 Alice Street, Waycross, GA (31.2232777, -82.3501903)",1706 Alice Street,Waycross,GA,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1273,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"8301 Harcourt Rd, Ste 205, Indianapolis, IN (39.9072341, -86.1950377)","8301 Harcourt Rd, Ste 205",Indianapolis,IN,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1274,
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1860 Sugar Hill Rd, Suite B, Marion, NC (35.6600458, -82.027915)","1860 Sugar Hill Rd, Suite B",Marion,NC,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1275,
Enhancing Oncology Model,Texas Oncology,,"310 South Pecos, Coleman, TX (31.828809, -99.425473)",310 South Pecos,Coleman,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1276,
Enhancing Oncology Model,Texas Oncology,,"3535 Victory Group Way, Frisco, TX (33.107718, -96.844378)",3535 Victory Group Way,Frisco,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1277,
Enhancing Oncology Model,Texas Oncology,,"215 Chisholm Trail, Jacksboro, TX (33.230748, -98.166978)",215 Chisholm Trail,Jacksboro,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1278,
Enhancing Oncology Model,Texas Oncology,,"235 W. Palm Street, Bellville, TX (29.952621, -96.259309)",235 W. Palm Street,Bellville,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1279,
Enhancing Oncology Model,Texas Oncology,,"252 Matlock Road, Mansfield, TX (32.566088, -97.094558)",252 Matlock Road,Mansfield,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1280,
Enhancing Oncology Model,Texas Oncology,,"4370 Medical Arts Drive, Flower Mound, TX (33.04491, -97.067756)",4370 Medical Arts Drive,Flower Mound,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1281,
Enhancing Oncology Model,Texas Oncology,,"2600 Scripture Street, Denton, TX (33.219827, -97.166654)",2600 Scripture Street,Denton,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1282,
Enhancing Oncology Model,Texas Oncology,,"301 Seton Parkway, Round Rock, TX (30.565741, -97.649351)",301 Seton Parkway,Round Rock,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1283,
Enhancing Oncology Model,Texas Oncology,,"3070 College Street, Beaumont, TX (30.071047, -94.119275)",3070 College Street,Beaumont,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1284,
Enhancing Oncology Model,Texas Oncology,,"2800 E. Broad Street, Mansfield, TX (32.568368, -97.094467)",2800 E. Broad Street,Mansfield,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1285,
Enhancing Oncology Model,Texas Oncology,,"2821 E. President George Bush Hwy., Richardson, TX (32.99613, -96.66761)",2821 E. President George Bush Hwy.,Richardson,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1286,
Enhancing Oncology Model,Texas Oncology,,"2829 Babcock Rd., San Antonio, TX (29.513899, -98.590713)",2829 Babcock Rd.,San Antonio,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1287,
Enhancing Oncology Model,Texas Oncology,,"301 Jenny George Lane, Sweetwater, TX (32.452939, -100.396653)",301 Jenny George Lane,Sweetwater,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1288,
Enhancing Oncology Model,Texas Oncology,,"3705 West 15th Street, Plano, TX (33.019972, -96.763337)",3705 West 15th Street,Plano,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1289,
Enhancing Oncology Model,Texas Oncology,,"3107 Highway 71 East, Bastrop, TX (30.102732, -97.293238)",3107 Highway 71 East,Bastrop,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1290,
Enhancing Oncology Model,Texas Oncology,,"3144 Horizon Road, Rockwall, TX (32.885134, -96.46705)",3144 Horizon Road,Rockwall,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1291,
Enhancing Oncology Model,Texas Oncology,,"324 NW Parkway Street, Azle, TX (32.895397, -97.541095)",324 NW Parkway Street,Azle,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1292,
Enhancing Oncology Model,Texas Oncology,,"3415 S. Loop 256, Palestine, TX (31.73769, -95.634834)",3415 S. Loop 256,Palestine,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1293,
Enhancing Oncology Model,Texas Oncology,,"400 W. Medical Center Blvd., Webster, TX (29.542337, -95.125747)",400 W. Medical Center Blvd.,Webster,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1294,
Enhancing Oncology Model,Texas Oncology,,"4201 Brown Trail, Colleyville, TX (32.873544, -97.16082)",4201 Brown Trail,Colleyville,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1295,
Enhancing Oncology Model,Texas Oncology,,"3270 Joe Battle Blvd., El Paso, TX (31.789365, -106.265103)",3270 Joe Battle Blvd.,El Paso,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1296,
Enhancing Oncology Model,Texas Oncology,,"3410 Worth Street, Dallas, TX (32.788241, -96.778682)",3410 Worth Street,Dallas,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1297,
Enhancing Oncology Model,Texas Oncology,,"3550 N.E. Loop 286, Paris, TX (33.667713, -95.51316)",3550 N.E. Loop 286,Paris,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1298,
Enhancing Oncology Model,Texas Oncology,,"3865 Childress Avenue, Mesquite, TX (32.817268, -96.62762)",3865 Childress Avenue,Mesquite,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1299,
Enhancing Oncology Model,Texas Oncology,,"4708 Alliance Blvd., Plano, TX (33.014283, -96.792328)",4708 Alliance Blvd.,Plano,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1300,
Enhancing Oncology Model,Texas Oncology,,"3327 Research Plaza, San Antonio, TX (29.344978, -98.437001)",3327 Research Plaza,San Antonio,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1301,
Enhancing Oncology Model,Texas Oncology,,"4101 James Casey Street, Austin, TX (30.226053, -97.773561)",4101 James Casey Street,Austin,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1302,
Enhancing Oncology Model,Texas Oncology,,"4215 Joe Ramsey Blvd., Greenville, TX (33.122487, -96.123918)",4215 Joe Ramsey Blvd.,Greenville,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1303,
Enhancing Oncology Model,Texas Oncology,,"3537 S. Interstate 35E, Denton, TX (33.176794, -97.090846)",3537 S. Interstate 35E,Denton,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1304,
Enhancing Oncology Model,Texas Oncology,,"3555 West Wheatland Road, Dallas, TX (32.648784, -96.878963)",3555 West Wheatland Road,Dallas,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1305,
Enhancing Oncology Model,Texas Oncology,,"4700 N. Galloway Ave., Mesquite, TX (32.828008, -96.626061)",4700 N. Galloway Ave.,Mesquite,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1306,
Enhancing Oncology Model,Texas Oncology,,"500 Medical Center Blvd., Conroe, TX (30.285493, -95.468453)",500 Medical Center Blvd.,Conroe,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1307,
Enhancing Oncology Model,Texas Oncology,,"5125 Texoma Medical Center Dr., Denison, TX (33.708065, -96.585059)",5125 Texoma Medical Center Dr.,Denison,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1308,
Enhancing Oncology Model,Texas Oncology,,"400 North Brown, Hamilton, TX (31.704894, -98.114066)",400 North Brown,Hamilton,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1309,
Enhancing Oncology Model,Texas Oncology,,"4001 W. 15th Street, Plano, TX (33.019799, -96.76861)",4001 W. 15th Street,Plano,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1310,
Enhancing Oncology Model,Texas Oncology,,"4510 Medical Center Drive, McKinney, TX (33.15957, -96.638106)",4510 Medical Center Drive,McKinney,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1311,
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"13555 W McDowell Rd, Suite 105, Goodyear, AZ (33.463711, -112.351228)","13555 W McDowell Rd, Suite 105",Goodyear,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1312,
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"1315 S La Canada Dr, Green Valley, AZ (31.851066, -110.998998)",1315 S La Canada Dr,Green Valley,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1313,
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"1100 Gail Gardner Way, Prescott, AZ (34.562157, -112.488997)",1100 Gail Gardner Way,Prescott,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1314,
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"3188 N Windsong Dr, Suite A, Prescott Valley, AZ (34.588699, -112.327495)","3188 N Windsong Dr, Suite A",Prescott Valley,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1315,
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"7825 E Florentine Rd, Prescott Valley, AZ (34.587775, -112.328628)",7825 E Florentine Rd,Prescott Valley,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1316,
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"1850 E Innovation Park Dr, Oro Valley, AZ (32.432207, -110.94405)",1850 E Innovation Park Dr,Oro Valley,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1317,
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"2625 N Craycroft Rd, Suite 200, Tucson, AZ (32.254748, -110.875825)","2625 N Craycroft Rd, Suite 200",Tucson,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1318,
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"1620 W St Marys Rd, Tucson, AZ (32.229803, -111.000969)",1620 W St Marys Rd,Tucson,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1319,
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"1845 W Orange Grove Rd, Bldg 2, Tucson, AZ (32.322018, -111.005156)","1845 W Orange Grove Rd, Bldg 2",Tucson,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1320,
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"2951 N Swan Rd, Suite 155, Tucson, AZ (32.260357, -110.893071)","2951 N Swan Rd, Suite 155",Tucson,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1321,
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"6567 E Carondelet Dr, Suite 185, Tucson, AZ (32.22688, -110.853545)","6567 E Carondelet Dr, Suite 185",Tucson,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1322,
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"2070 W Rudasill Rd, Suite 110, Tucson, AZ (32.315949, -111.011332)","2070 W Rudasill Rd, Suite 110",Tucson,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1323,
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"603 N Wilmot Rd, Suite 151, Tucson, AZ (32.229789, -110.858582)","603 N Wilmot Rd, Suite 151",Tucson,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1324,
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"2070 W Rudasill Rd, Suite 130, Tucson, AZ (32.315949, -111.011332)","2070 W Rudasill Rd, Suite 130",Tucson,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1325,
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"2625 N Craycroft Rd, Suite 100, Tucson, AZ (32.254748, -110.875825)","2625 N Craycroft Rd, Suite 100",Tucson,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1326,
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"1845 W Orange Grove Rd, Bldg 1, Tucson, AZ (32.322018, -111.005156)","1845 W Orange Grove Rd, Bldg 1",Tucson,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1327,
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"10350 East Drexel Rd, Suite 204, Tucson, AZ (32.146006, -110.771799)","10350 East Drexel Rd, Suite 204",Tucson,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1328,
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"10350 East Drexel Rd, Suite 210, Tucson, AZ (32.146006, -110.771799)","10350 East Drexel Rd, Suite 210",Tucson,AZ,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1329,
Enhancing Oncology Model,Appalachian Regional Healthcare,,"110 Medical Center Drive, Hazard, KY (37.292881, -83.19055)",110 Medical Center Drive,Hazard,KY,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1330,
Enhancing Oncology Model,Appalachian Regional Healthcare,,"306 Hospital Drive, Suite 100, South Williamson, KY (37.67638, -82.297066)","306 Hospital Drive, Suite 100",South Williamson,KY,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1331,
Enhancing Oncology Model,Appalachian Regional Healthcare,,"37 Ball Park Road, Harlan, KY (36.810303, -83.312571)",37 Ball Park Road,Harlan,KY,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1332,
Enhancing Oncology Model,Appalachian Regional Healthcare,,"250 Stanaford Road, Suite 209, Beckley, WV (37.797439, -81.170002)","250 Stanaford Road, Suite 209",Beckley,WV,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1333,
Enhancing Oncology Model,University of Alabama Health Services Foundation,,"2000 6th Avenue South, Birmingham, AL (33.507951, -86.800298)",2000 6th Avenue South,Birmingham,AL,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1334,
Enhancing Oncology Model,Texas Oncology,,"4301 College Drive, Vernon, TX (34.160799, -99.314962)",4301 College Drive,Vernon,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1335,
Enhancing Oncology Model,Texas Oncology,,"4352 N. Josey Lane, Carrollton, TX (33.02834, -96.883612)",4352 N. Josey Lane,Carrollton,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1336,
Enhancing Oncology Model,Texas Oncology,,"4450 Sojourn Drive, Addison, TX (32.98201, -96.835277)",4450 Sojourn Drive,Addison,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1337,
Enhancing Oncology Model,Texas Oncology,,"4461 Coit Road, Frisco, TX (33.114499, -96.769724)",4461 Coit Road,Frisco,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1338,
Enhancing Oncology Model,Texas Oncology,,"450 W. Medical Center Blvd., Webster, TX (29.541928, -95.126716)",450 W. Medical Center Blvd.,Webster,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1339,
Enhancing Oncology Model,Texas Oncology,,"500 W. 3rd Street, Odessa, TX (31.844829, -102.373053)",500 W. 3rd Street,Odessa,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1340,
Enhancing Oncology Model,Texas Oncology,,"500 W. Main Street, Lewisville, TX (33.044381, -97.004532)",500 W. Main Street,Lewisville,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1341,
Enhancing Oncology Model,Texas Oncology,,"979 Don Floyd Drive, Midothian, TX (32.4682449, -96.9853202)",979 Don Floyd Drive,Midothian,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1342,
Enhancing Oncology Model,Texas Oncology,,"497 10th Street, Floresville, TX (29.158129, -98.171753)",497 10th Street,Floresville,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1343,
Enhancing Oncology Model,Texas Oncology,,"6130 W. Parker Road, Plano, TX (33.044985, -96.834149)",6130 W. Parker Road,Plano,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1344,
Enhancing Oncology Model,Texas Oncology,,"6500 Harris Parkway, Fort Worth, TX (32.658198, -97.42078)",6500 Harris Parkway,Fort Worth,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1345,
Enhancing Oncology Model,Texas Oncology,,"7200 State Highway 161, Irving, TX (32.90404, -96.957099)",7200 State Highway 161,Irving,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1346,
Enhancing Oncology Model,Texas Oncology,,"7848 Gateway East, El Paso, TX (31.755707, -106.3551167)",7848 Gateway East,El Paso,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1347,
Enhancing Oncology Model,Texas Oncology,,"500 South Henderson Street, Fort Worth, TX (32.739614, -97.338238)",500 South Henderson Street,Fort Worth,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1348,
Enhancing Oncology Model,Texas Oncology,,"501 W. Medical Center Blvd., Webster, TX (29.539554, -95.127249)",501 W. Medical Center Blvd.,Webster,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1349,
Enhancing Oncology Model,Texas Oncology,,"506 S. State Hwy 37, Mt. Vernon, TX (33.188916, -95.225211)",506 S. State Hwy 37,Mt. Vernon,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1350,
Enhancing Oncology Model,Texas Oncology,,"506 W. Windcrest Street, Fredericksburg, TX (30.264146, -98.88442)",506 W. Windcrest Street,Fredericksburg,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1351,
Enhancing Oncology Model,Texas Oncology,,"5206 Research Drive, San Antonio, TX (29.540299, -98.587149)",5206 Research Drive,San Antonio,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1352,
Enhancing Oncology Model,Texas Oncology,,"5236 W. University Dr., McKinney, TX (33.221073, -96.681604)",5236 W. University Dr.,McKinney,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1353,
Enhancing Oncology Model,Texas Oncology,,"5400 Kell West Blvd., Wichita Falls, TX (33.872143, -98.587365)",5400 Kell West Blvd.,Wichita Falls,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1354,
Enhancing Oncology Model,Texas Oncology,,"610 31st Street, Hondo, TX (29.335985, -99.135328)",610 31st Street,Hondo,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1355,
Enhancing Oncology Model,Texas Oncology,,"8160 Walnut Hill Lane, Dallas, TX (32.879541, -96.761274)",8160 Walnut Hill Lane,Dallas,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1356,
Enhancing Oncology Model,Texas Oncology,,"5858 W. Main Street, Frisco, TX (33.153536, -96.836859)",5858 W. Main Street,Frisco,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1357,
Enhancing Oncology Model,Texas Oncology,,"5920 W. Parker Road, Plano, TX (33.044703, -96.824136)",5920 W. Parker Road,Plano,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1358,
Enhancing Oncology Model,Texas Oncology,,"6204 Balcones Drive, Austin, TX (30.344843, -97.752742)",6204 Balcones Drive,Austin,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1359,
Enhancing Oncology Model,Texas Oncology,,"6300 W. Parker Road, Plano, TX (33.044986, -96.837195)",6300 W. Parker Road,Plano,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1360,
Enhancing Oncology Model,Texas Oncology,,"6520 Horizon Circle, Waco, TX (31.484515, -97.174161)",6520 Horizon Circle,Waco,TX,FALSE,,,,,,,Disease-Specific & Episode-Based Models,,1361,
