Name of Initiative,Organization Name,Notes,Location 1,Street Address,City,State,State Based,Phase 1,Phase 2,Facebook,Twitter,Youtube,Website,Category,MSA_Name,Unique ID,Map Display,Latitude,Longitude
Enhancing Oncology Model,Texas Oncology,,"2130 NE Loop 410, San Antonio, TX (29.51519, -98.427123)",2130 NE Loop 410,San Antonio,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1222.0,,29.51519,-98.427123
Enhancing Oncology Model,Texas Oncology,,"2501 Jimmy Johnson Blvd., Port Arthur, TX (29.933692, -93.988957)",2501 Jimmy Johnson Blvd.,Port Arthur,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1223.0,,29.933692,-93.988957
Enhancing Oncology Model,"The Longstreet Clinic, P.C.",,"1515 River Place West, Braselton, GA (34.117589, -83.840469)",1515 River Place West,Braselton,GA,False,,,,,,,Disease-Specific & Episode-Based Models,,1224.0,,34.117589,-83.840469
Enhancing Oncology Model,"The Longstreet Clinic, P.C.",,"1640 Falls Road, Toccoa, GA (34.598688, -83.34885)",1640 Falls Road,Toccoa,GA,False,,,,,,,Disease-Specific & Episode-Based Models,,1225.0,,34.598688,-83.34885
Enhancing Oncology Model,"Oncology Associates of Oregon, PC",,"520 Country Club Rd, Eugene, OR (44.063247, -123.091311)",520 Country Club Rd,Eugene,OR,False,,,,,,,Disease-Specific & Episode-Based Models,,1226.0,,44.063247,-123.091311
Enhancing Oncology Model,"Oncology Associates of Oregon, PC",,"444 NW Elks Drive, Corvallis, OR (44.60054, -123.254024)",444 NW Elks Drive,Corvallis,OR,False,,,,,,,Disease-Specific & Episode-Based Models,,1227.0,,44.60054,-123.254024
Enhancing Oncology Model,"Oncology Associates of Oregon, PC",,"2615 Willetta Street, Suite C, Albany, OR (44.61611, -123.114844)","2615 Willetta Street, Suite C",Albany,OR,False,,,,,,,Disease-Specific & Episode-Based Models,,1228.0,,44.61611,-123.114844
Enhancing Oncology Model,"Oncology Associates of Oregon, PC",,"340 9th Street, Florence, OR (43.974692, -124.119271)",340 9th Street,Florence,OR,False,,,,,,,Disease-Specific & Episode-Based Models,,1229.0,,43.974692,-124.119271
Enhancing Oncology Model,"Oncology Associates of Oregon, PC",,"2039 North Coast Highway, Newport, OR (44.651837, -124.053156)",2039 North Coast Highway,Newport,OR,False,,,,,,,Disease-Specific & Episode-Based Models,,1230.0,,44.651837,-124.053156
Enhancing Oncology Model,"Oncology Associates of Oregon, PC",,"3355 Riverbend Drive, Suite 450, Springfield, OR (44.082264, -123.027538)","3355 Riverbend Drive, Suite 450",Springfield,OR,False,,,,,,,Disease-Specific & Episode-Based Models,,1231.0,,44.082264,-123.027538
Enhancing Oncology Model,"Oncology Associates of Oregon, PC",,"3015 NE West Devils Lake Rd, Lincoln City, OR (44.98742, -123.997093)",3015 NE West Devils Lake Rd,Lincoln City,OR,False,,,,,,,Disease-Specific & Episode-Based Models,,1232.0,,44.98742,-123.997093
Enhancing Oncology Model,Cancer and Hematology Centers of Western Michigan,,"145 Michigan St. NE, Suite 3100, Grand Rapids, MI (42.970925, -85.665236)","145 Michigan St. NE, Suite 3100",Grand Rapids,MI,False,,,,,,,Disease-Specific & Episode-Based Models,,1233.0,,42.970925,-85.665236
Enhancing Oncology Model,Cancer and Hematology Centers of Western Michigan,,"6425 Harvey St., Norton Shores, MI (43.168904, -86.263946)",6425 Harvey St.,Norton Shores,MI,False,,,,,,,Disease-Specific & Episode-Based Models,,1234.0,,43.168904,-86.263946
Enhancing Oncology Model,Cancer and Hematology Centers of Western Michigan,,"250 Cherry St. SE, Grand Rapids, MI (42.959327, -85.662949)",250 Cherry St. SE,Grand Rapids,MI,False,,,,,,,Disease-Specific & Episode-Based Models,,1235.0,,42.959327,-85.662949
Enhancing Oncology Model,Cancer and Hematology Centers of Western Michigan,,"5800 Foremost Dr. SE, Grand Rapids, MI (42.91009, -85.524225)",5800 Foremost Dr. SE,Grand Rapids,MI,False,,,,,,,Disease-Specific & Episode-Based Models,,1236.0,,42.91009,-85.524225
Enhancing Oncology Model,Cancer and Hematology Centers of Western Michigan,,"12460 Riley St., Holland, MI (42.826017, -86.089505)",12460 Riley St.,Holland,MI,False,,,,,,,Disease-Specific & Episode-Based Models,,1237.0,,42.826017,-86.089505
Enhancing Oncology Model,Cancer and Hematology Centers of Western Michigan,,"302 Kensington Ave, Flint, MI (43.0240651, -83.6701651)",302 Kensington Ave,Flint,MI,False,,,,,,,Disease-Specific & Episode-Based Models,,1238.0,,43.0240651,-83.6701651
Enhancing Oncology Model,"American Oncology Network, Inc.",,"2340 E Calvada Blvd, Ste 7, Pahrump, NV (36.1927, -115.9722)","2340 E Calvada Blvd, Ste 7",Pahrump,NV,False,,,,,,,Disease-Specific & Episode-Based Models,,1239.0,,36.1927,-115.9722
Enhancing Oncology Model,"American Oncology Network, Inc.",,"3850 S. National Ave, Suite 600, Springfield, MO (37.1451, -93.2772)","3850 S. National Ave, Suite 600",Springfield,MO,False,,,,,,,Disease-Specific & Episode-Based Models,,1240.0,,37.1451,-93.2772
Enhancing Oncology Model,"American Oncology Network, Inc.",,"45 Hendersonville Highway, Pisgah Forest, NC (35.273639, -82.702724)",45 Hendersonville Highway,Pisgah Forest,NC,False,,,,,,,Disease-Specific & Episode-Based Models,,1241.0,,35.273639,-82.702724
Enhancing Oncology Model,"American Oncology Network, Inc.",,"551 Brevard Road, Asheville, NC (35.556172, -82.600009)",551 Brevard Road,Asheville,NC,False,,,,,,,Disease-Specific & Episode-Based Models,,1242.0,,35.556172,-82.600009
Enhancing Oncology Model,"American Oncology Network, Inc.",,"400 Altair Parkway, Ste 3300, Westerville, OH (40.1433, -82.9413)","400 Altair Parkway, Ste 3300",Westerville,OH,False,,,,,,,Disease-Specific & Episode-Based Models,,1243.0,,40.1433,-82.9413
Enhancing Oncology Model,"American Oncology Network, Inc.",,"41201 Schadden Road, Suite 2, Elyria, OH (41.4064, -82.1205)","41201 Schadden Road, Suite 2",Elyria,OH,False,,,,,,,Disease-Specific & Episode-Based Models,,1244.0,,41.4064,-82.1205
Enhancing Oncology Model,"American Oncology Network, Inc.",,"3100 Plaza Properties Blvd, Columbus, OH (40.002759, -82.925726)",3100 Plaza Properties Blvd,Columbus,OH,False,,,,,,,Disease-Specific & Episode-Based Models,,1245.0,,40.002759,-82.925726
Enhancing Oncology Model,"American Oncology Network, Inc.",,"5500 N. Meadows Drive, Suite 230, Grove City, OH (39.8515, -83.0788)","5500 N. Meadows Drive, Suite 230",Grove City,OH,False,,,,,,,Disease-Specific & Episode-Based Models,,1246.0,,39.8515,-83.0788
Enhancing Oncology Model,"American Oncology Network, Inc.",,"16 Okatie Center Blvd S, Suite 2-201, Okatie, SC (32.2917, -80.9398)","16 Okatie Center Blvd S, Suite 2-201",Okatie,SC,False,,,,,,,Disease-Specific & Episode-Based Models,,1247.0,,32.2917,-80.9398
Enhancing Oncology Model,"American Oncology Network, Inc.",,"2280 Opitz Blvd, Suite 340, Woodbridge, VA (38.6353, -77.2829)","2280 Opitz Blvd, Suite 340",Woodbridge,VA,False,,,,,,,Disease-Specific & Episode-Based Models,,1248.0,,38.6353,-77.2829
Enhancing Oncology Model,"American Oncology Network, Inc.",,"44055 Riverside Pkwy, Ste 224, Lansdowne, VA (39.0741, -77.4778)","44055 Riverside Pkwy, Ste 224",Lansdowne,VA,False,,,,,,,Disease-Specific & Episode-Based Models,,1249.0,,39.0741,-77.4778
Enhancing Oncology Model,"American Oncology Network, Inc.",,"11311 Bridgeport Way SW, Suite 302 and 303, Lakewood, WA (47.1548, -122.5036)","11311 Bridgeport Way SW, Suite 302 and 303",Lakewood,WA,False,,,,,,,Disease-Specific & Episode-Based Models,,1250.0,,47.1548,-122.5036
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1200 W Fairview St, Colfax, WA (46.869341, -117.375042)",1200 W Fairview St,Colfax,WA,False,,,,,,,Disease-Specific & Episode-Based Models,,1251.0,,46.869341,-117.375042
Enhancing Oncology Model,"American Oncology Network, Inc.",,"13424 E Mission Ave, Ste A, Spokane Valley, WA (47.6714, -117.2240)","13424 E Mission Ave, Ste A",Spokane Valley,WA,False,,,,,,,Disease-Specific & Episode-Based Models,,1252.0,,47.6714,-117.224
Enhancing Oncology Model,"American Oncology Network, Inc.",,"143 Garden Homes Dr, Colville, WA (48.533395, -117.891251)",143 Garden Homes Dr,Colville,WA,False,,,,,,,Disease-Specific & Episode-Based Models,,1253.0,,48.533395,-117.891251
Enhancing Oncology Model,"American Oncology Network, Inc.",,"6001 N Mayfair St, Spokane, WA (47.712439, -117.408805)",6001 N Mayfair St,Spokane,WA,False,,,,,,,Disease-Specific & Episode-Based Models,,1254.0,,47.712439,-117.408805
Enhancing Oncology Model,"American Oncology Network, Inc.",,"121 W. K St, Shelton, WA (47.224934, -123.123647)",121 W. K St,Shelton,WA,False,,,,,,,Disease-Specific & Episode-Based Models,,1255.0,,47.224934,-123.123647
Enhancing Oncology Model,"American Oncology Network, Inc.",,"141 Lilly Rd NE, Olympia, WA (47.048884, -122.846013)",141 Lilly Rd NE,Olympia,WA,False,,,,,,,Disease-Specific & Episode-Based Models,,1256.0,,47.048884,-122.846013
Enhancing Oncology Model,"American Oncology Network, Inc.",,"420 McPhee Rd, SW, Suite A, Olympia, WA (47.0463, -122.9528)","420 McPhee Rd, SW, Suite A",Olympia,WA,False,,,,,,,Disease-Specific & Episode-Based Models,,1257.0,,47.0463,-122.9528
Enhancing Oncology Model,"American Oncology Network, Inc.",,"580 N Camino Mercado, Suite 5, Casa Grande, AZ (32.878130, -111.690120)","580 N Camino Mercado, Suite 5",Casa Grande,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1258.0,,32.87813,-111.69012
Enhancing Oncology Model,"American Oncology Network, Inc.",,"414 Church St, Ste 306, Sandpoint, ID (48.2749, -116.5528)","414 Church St, Ste 306",Sandpoint,ID,False,,,,,,,Disease-Specific & Episode-Based Models,,1259.0,,48.2749,-116.5528
Enhancing Oncology Model,"American Oncology Network, Inc.",,"19735 Germantown Road, Suite 255, Germantown, MD (39.180220, -77.263970)","19735 Germantown Road, Suite 255",Germantown,MD,False,,,,,,,Disease-Specific & Episode-Based Models,,1260.0,,39.18022,-77.26397
Enhancing Oncology Model,"American Oncology Network, Inc.",,"6410 Rockledge Dr, Suite 660, Bethesda, MD (39.024310, -77.133640)","6410 Rockledge Dr, Suite 660",Bethesda,MD,False,,,,,,,Disease-Specific & Episode-Based Models,,1261.0,,39.02431,-77.13364
Enhancing Oncology Model,"American Oncology Network, Inc.",,"10750 Columbia Pike, Suite 501, Silver Spring, MD (39.032600, -77.004470)","10750 Columbia Pike, Suite 501",Silver Spring,MD,False,,,,,,,Disease-Specific & Episode-Based Models,,1262.0,,39.0326,-77.00447
Enhancing Oncology Model,"American Oncology Network, Inc.",,"3201 S. Austin Ave, Suite 315, Georgetown, TX (30.614430, -97.681230)","3201 S. Austin Ave, Suite 315",Georgetown,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1263.0,,30.61443,-97.68123
Enhancing Oncology Model,"American Oncology Network, Inc.",,"3110 Gracefield Rd, Silver Spring, MD (39.050630, -76.948890)",3110 Gracefield Rd,Silver Spring,MD,False,,,,,,,Disease-Specific & Episode-Based Models,,1264.0,,39.05063,-76.94889
Enhancing Oncology Model,"American Oncology Network, Inc.",,"106 Irving Street NW, Ste 4100, Washington, DC (38.929890, -77.013740)","106 Irving Street NW, Ste 4100",Washington,DC,False,,,,,,,Disease-Specific & Episode-Based Models,,1265.0,,38.92989,-77.01374
Enhancing Oncology Model,"American Oncology Network, Inc.",,"19520 Doctors Drive, Germantown, MD (39.175410, -77.268560)",19520 Doctors Drive,Germantown,MD,False,,,,,,,Disease-Specific & Episode-Based Models,,1266.0,,39.17541,-77.26856
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1228 Deadra Drive, Lebanon, MO (37.668240, -92.636290)",1228 Deadra Drive,Lebanon,MO,False,,,,,,,Disease-Specific & Episode-Based Models,,1267.0,,37.66824,-92.63629
Enhancing Oncology Model,"American Oncology Network, Inc.",,"50 W. Edmonston Drive, Suite 600, Rockville, MD (39.074370, -77.136080)","50 W. Edmonston Drive, Suite 600",Rockville,MD,False,,,,,,,Disease-Specific & Episode-Based Models,,1268.0,,39.07437,-77.13608
Enhancing Oncology Model,"American Oncology Network, Inc.",,"135 Vision Park Blvd, Shenandoah, TX (30.1894011, -95.4660217)",135 Vision Park Blvd,Shenandoah,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1269.0,,30.1894011,-95.4660217
Enhancing Oncology Model,"American Oncology Network, Inc.",,"22999 Highway 59 N, West Tower, Suite 201, Kingwood, TX (30.0500645, -95.2577971)","22999 Highway 59 N, West Tower, Suite 201",Kingwood,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1270.0,,30.0500645,-95.2577971
Enhancing Oncology Model,"American Oncology Network, Inc.",,"603 South Conroe Medical Dr, Suite 100 & 110, Conroe, TX (30.2841296, -95.4768633)","603 South Conroe Medical Dr, Suite 100 & 110",Conroe,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1271.0,,30.2841296,-95.4768633
Enhancing Oncology Model,"American Oncology Network, Inc.",,"4242 Highway 19, Zachary, LA (30.6454382, -91.1523376)","4242 Highway 19, Suite B",Zachary,LA,False,,,,,,,Disease-Specific & Episode-Based Models,,1272.0,,30.6454382,-91.1523376
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1706 Alice Street, Waycross, GA (31.2232777, -82.3501903)",1706 Alice Street,Waycross,GA,False,,,,,,,Disease-Specific & Episode-Based Models,,1273.0,,31.2232777,-82.3501903
Enhancing Oncology Model,"American Oncology Network, Inc.",,"8301 Harcourt Rd, Ste 205, Indianapolis, IN (39.9072341, -86.1950377)","8301 Harcourt Rd, Ste 205",Indianapolis,IN,False,,,,,,,Disease-Specific & Episode-Based Models,,1274.0,,39.9072341,-86.1950377
Enhancing Oncology Model,"American Oncology Network, Inc.",,"1860 Sugar Hill Rd, Suite B, Marion, NC (35.6600458, -82.027915)","1860 Sugar Hill Rd, Suite B",Marion,NC,False,,,,,,,Disease-Specific & Episode-Based Models,,1275.0,,35.6600458,-82.027915
Enhancing Oncology Model,Texas Oncology,,"310 South Pecos, Coleman, TX (31.828809, -99.425473)",310 South Pecos,Coleman,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1276.0,,31.828809,-99.425473
Enhancing Oncology Model,Texas Oncology,,"3535 Victory Group Way, Frisco, TX (33.107718, -96.844378)",3535 Victory Group Way,Frisco,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1277.0,,33.107718,-96.844378
Enhancing Oncology Model,Texas Oncology,,"215 Chisholm Trail, Jacksboro, TX (33.230748, -98.166978)",215 Chisholm Trail,Jacksboro,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1278.0,,33.230748,-98.166978
Enhancing Oncology Model,Texas Oncology,,"235 W. Palm Street, Bellville, TX (29.952621, -96.259309)",235 W. Palm Street,Bellville,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1279.0,,29.952621,-96.259309
Enhancing Oncology Model,Texas Oncology,,"252 Matlock Road, Mansfield, TX (32.566088, -97.094558)",252 Matlock Road,Mansfield,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1280.0,,32.566088,-97.094558
Enhancing Oncology Model,Texas Oncology,,"4370 Medical Arts Drive, Flower Mound, TX (33.04491, -97.067756)",4370 Medical Arts Drive,Flower Mound,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1281.0,,33.04491,-97.067756
Enhancing Oncology Model,Texas Oncology,,"2600 Scripture Street, Denton, TX (33.219827, -97.166654)",2600 Scripture Street,Denton,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1282.0,,33.219827,-97.166654
Enhancing Oncology Model,Texas Oncology,,"301 Seton Parkway, Round Rock, TX (30.565741, -97.649351)",301 Seton Parkway,Round Rock,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1283.0,,30.565741,-97.649351
Enhancing Oncology Model,Texas Oncology,,"3070 College Street, Beaumont, TX (30.071047, -94.119275)",3070 College Street,Beaumont,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1284.0,,30.071047,-94.119275
Enhancing Oncology Model,Texas Oncology,,"2800 E. Broad Street, Mansfield, TX (32.568368, -97.094467)",2800 E. Broad Street,Mansfield,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1285.0,,32.568368,-97.094467
Enhancing Oncology Model,Texas Oncology,,"2821 E. President George Bush Hwy., Richardson, TX (32.99613, -96.66761)",2821 E. President George Bush Hwy.,Richardson,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1286.0,,32.99613,-96.66761
Enhancing Oncology Model,Texas Oncology,,"2829 Babcock Rd., San Antonio, TX (29.513899, -98.590713)",2829 Babcock Rd.,San Antonio,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1287.0,,29.513899,-98.590713
Enhancing Oncology Model,Texas Oncology,,"301 Jenny George Lane, Sweetwater, TX (32.452939, -100.396653)",301 Jenny George Lane,Sweetwater,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1288.0,,32.452939,-100.396653
Enhancing Oncology Model,Texas Oncology,,"3705 West 15th Street, Plano, TX (33.019972, -96.763337)",3705 West 15th Street,Plano,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1289.0,,33.019972,-96.763337
Enhancing Oncology Model,Texas Oncology,,"3107 Highway 71 East, Bastrop, TX (30.102732, -97.293238)",3107 Highway 71 East,Bastrop,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1290.0,,30.102732,-97.293238
Enhancing Oncology Model,Texas Oncology,,"3144 Horizon Road, Rockwall, TX (32.885134, -96.46705)",3144 Horizon Road,Rockwall,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1291.0,,32.885134,-96.46705
Enhancing Oncology Model,Texas Oncology,,"324 NW Parkway Street, Azle, TX (32.895397, -97.541095)",324 NW Parkway Street,Azle,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1292.0,,32.895397,-97.541095
Enhancing Oncology Model,Texas Oncology,,"3415 S. Loop 256, Palestine, TX (31.73769, -95.634834)",3415 S. Loop 256,Palestine,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1293.0,,31.73769,-95.634834
Enhancing Oncology Model,Texas Oncology,,"400 W. Medical Center Blvd., Webster, TX (29.542337, -95.125747)",400 W. Medical Center Blvd.,Webster,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1294.0,,29.542337,-95.125747
Enhancing Oncology Model,Texas Oncology,,"4201 Brown Trail, Colleyville, TX (32.873544, -97.16082)",4201 Brown Trail,Colleyville,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1295.0,,32.873544,-97.16082
Enhancing Oncology Model,Texas Oncology,,"3270 Joe Battle Blvd., El Paso, TX (31.789365, -106.265103)",3270 Joe Battle Blvd.,El Paso,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1296.0,,31.789365,-106.265103
Enhancing Oncology Model,Texas Oncology,,"3410 Worth Street, Dallas, TX (32.788241, -96.778682)",3410 Worth Street,Dallas,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1297.0,,32.788241,-96.778682
Enhancing Oncology Model,Texas Oncology,,"3550 N.E. Loop 286, Paris, TX (33.667713, -95.51316)",3550 N.E. Loop 286,Paris,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1298.0,,33.667713,-95.51316
Enhancing Oncology Model,Texas Oncology,,"3865 Childress Avenue, Mesquite, TX (32.817268, -96.62762)",3865 Childress Avenue,Mesquite,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1299.0,,32.817268,-96.62762
Enhancing Oncology Model,Texas Oncology,,"4708 Alliance Blvd., Plano, TX (33.014283, -96.792328)",4708 Alliance Blvd.,Plano,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1300.0,,33.014283,-96.792328
Enhancing Oncology Model,Texas Oncology,,"3327 Research Plaza, San Antonio, TX (29.344978, -98.437001)",3327 Research Plaza,San Antonio,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1301.0,,29.344978,-98.437001
Enhancing Oncology Model,Texas Oncology,,"4101 James Casey Street, Austin, TX (30.226053, -97.773561)",4101 James Casey Street,Austin,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1302.0,,30.226053,-97.773561
Enhancing Oncology Model,Texas Oncology,,"4215 Joe Ramsey Blvd., Greenville, TX (33.122487, -96.123918)",4215 Joe Ramsey Blvd.,Greenville,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1303.0,,33.122487,-96.123918
Enhancing Oncology Model,Texas Oncology,,"3537 S. Interstate 35E, Denton, TX (33.176794, -97.090846)",3537 S. Interstate 35E,Denton,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1304.0,,33.176794,-97.090846
Enhancing Oncology Model,Texas Oncology,,"3555 West Wheatland Road, Dallas, TX (32.648784, -96.878963)",3555 West Wheatland Road,Dallas,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1305.0,,32.648784,-96.878963
Enhancing Oncology Model,Texas Oncology,,"4700 N. Galloway Ave., Mesquite, TX (32.828008, -96.626061)",4700 N. Galloway Ave.,Mesquite,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1306.0,,32.828008,-96.626061
Enhancing Oncology Model,Texas Oncology,,"500 Medical Center Blvd., Conroe, TX (30.285493, -95.468453)",500 Medical Center Blvd.,Conroe,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1307.0,,30.285493,-95.468453
Enhancing Oncology Model,Texas Oncology,,"5125 Texoma Medical Center Dr., Denison, TX (33.708065, -96.585059)",5125 Texoma Medical Center Dr.,Denison,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1308.0,,33.708065,-96.585059
Enhancing Oncology Model,Texas Oncology,,"400 North Brown, Hamilton, TX (31.704894, -98.114066)",400 North Brown,Hamilton,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1309.0,,31.704894,-98.114066
Enhancing Oncology Model,Texas Oncology,,"4001 W. 15th Street, Plano, TX (33.019799, -96.76861)",4001 W. 15th Street,Plano,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1310.0,,33.019799,-96.76861
Enhancing Oncology Model,Texas Oncology,,"4510 Medical Center Drive, McKinney, TX (33.15957, -96.638106)",4510 Medical Center Drive,McKinney,TX,False,,,,,,,Disease-Specific & Episode-Based Models,,1311.0,,33.15957,-96.638106
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"13555 W McDowell Rd, Suite 105, Goodyear, AZ (33.463711, -112.351228)","13555 W McDowell Rd, Suite 105",Goodyear,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1312.0,,33.463711,-112.351228
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"1315 S La Canada Dr, Green Valley, AZ (31.851066, -110.998998)",1315 S La Canada Dr,Green Valley,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1313.0,,31.851066,-110.998998
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"1100 Gail Gardner Way, Prescott, AZ (34.562157, -112.488997)",1100 Gail Gardner Way,Prescott,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1314.0,,34.562157,-112.488997
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"3188 N Windsong Dr, Suite A, Prescott Valley, AZ (34.588699, -112.327495)","3188 N Windsong Dr, Suite A",Prescott Valley,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1315.0,,34.588699,-112.327495
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"7825 E Florentine Rd, Prescott Valley, AZ (34.587775, -112.328628)",7825 E Florentine Rd,Prescott Valley,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1316.0,,34.587775,-112.328628
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"1850 E Innovation Park Dr, Oro Valley, AZ (32.432207, -110.94405)",1850 E Innovation Park Dr,Oro Valley,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1317.0,,32.432207,-110.94405
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"2625 N Craycroft Rd, Suite 200, Tucson, AZ (32.254748, -110.875825)","2625 N Craycroft Rd, Suite 200",Tucson,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1318.0,,32.254748,-110.875825
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"1620 W St Marys Rd, Tucson, AZ (32.229803, -111.000969)",1620 W St Marys Rd,Tucson,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1319.0,,32.229803,-111.000969
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"1845 W Orange Grove Rd, Bldg 2, Tucson, AZ (32.322018, -111.005156)","1845 W Orange Grove Rd, Bldg 2",Tucson,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1320.0,,32.322018,-111.005156
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"2951 N Swan Rd, Suite 155, Tucson, AZ (32.260357, -110.893071)","2951 N Swan Rd, Suite 155",Tucson,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1321.0,,32.260357,-110.893071
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"6567 E Carondelet Dr, Suite 185, Tucson, AZ (32.22688, -110.853545)","6567 E Carondelet Dr, Suite 185",Tucson,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1322.0,,32.22688,-110.853545
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"2070 W Rudasill Rd, Suite 110, Tucson, AZ (32.315949, -111.011332)","2070 W Rudasill Rd, Suite 110",Tucson,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1323.0,,32.315949,-111.011332
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"603 N Wilmot Rd, Suite 151, Tucson, AZ (32.229789, -110.858582)","603 N Wilmot Rd, Suite 151",Tucson,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1324.0,,32.229789,-110.858582
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"2070 W Rudasill Rd, Suite 130, Tucson, AZ (32.315949, -111.011332)","2070 W Rudasill Rd, Suite 130",Tucson,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1325.0,,32.315949,-111.011332
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"2625 N Craycroft Rd, Suite 100, Tucson, AZ (32.254748, -110.875825)","2625 N Craycroft Rd, Suite 100",Tucson,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1326.0,,32.254748,-110.875825
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"1845 W Orange Grove Rd, Bldg 1, Tucson, AZ (32.322018, -111.005156)","1845 W Orange Grove Rd, Bldg 1",Tucson,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1327.0,,32.322018,-111.005156
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"10350 East Drexel Rd, Suite 204, Tucson, AZ (32.146006, -110.771799)","10350 East Drexel Rd, Suite 204",Tucson,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1328.0,,32.146006,-110.771799
Enhancing Oncology Model,"Arizona Oncology Associates, PC",,"10350 East Drexel Rd, Suite 210, Tucson, AZ (32.146006, -110.771799)","10350 East Drexel Rd, Suite 210",Tucson,AZ,False,,,,,,,Disease-Specific & Episode-Based Models,,1329.0,,32.146006,-110.771799
Enhancing Oncology Model,Appalachian Regional Healthcare,,"110 Medical Center Drive, Hazard, KY (37.292881, -83.19055)",110 Medical Center Drive,Hazard,KY,False,,,,,,,Disease-Specific & Episode-Based Models,,1330.0,,37.292881,-83.19055
